Library,Commit,Parent Module,API,Advisory Link,Anomaly,Anomaly description,Category,Reproducing Example,Vulnerable Parameter,Root cause 1,Root cause 2
Tensorflow,https://github.com/tensorflow/tensorflow/commit/f2c3931113eaafe9ef558faaddd48e00a6606235,tf.raw_ops,tf.raw_ops.ParallelConcat,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-7v94-64hj-m82h,Tensor Rank Confusion,Tensor Rank Confusion,Tensor,shape=0,shape,N.A,division by zero
Tensorflow,https://github.com/tensorflow/tensorflow/commit/701cfaca222a82afbeeb17496bd718baa65a67d2,tf.raw_ops,tf.raw_ops.SparseCountSparseOutput,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-m342-ff57-4jcc,Tensor Rank Confusion,Tensor Rank Confusion,Tensor,indices=[1],indices,N.A,out of bound read
Tensorflow,https://github.com/tensorflow/tensorflow/commit/6d94002a09711d297dbba90390d5482b76113899,tf,tf.range,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-xrqm-fpgr-6hhx,Large integer argument,"A large integer argument refers to an argument passed to a function or operation that represents a large integer value. It means that the argument is an integer value that exceeds the typical range of integer values supported by the underlying programming language or system.

The specific definition of a ""large"" integer may vary depending on the context and the limitations of the programming language or system being used. For example, in Python, integers have arbitrary precision, allowing you to work with integers of any size. However, other programming languages may have predefined limits on the range of integer values they can handle.

In the context of function arguments, a large integer argument can be used to represent various concepts or quantities. It may be used to specify an index, a count, a value, or any other numerical parameter required by the function or operation.",Integer,start=-1e+38,start,N.A,overflow
Tensorflow,https://github.com/tensorflow/tensorflow/commit/6d94002a09711d297dbba90390d5482b76113899,tf,tf.range,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-xrqm-fpgr-6hhx,Negative integer argument,"A negative integer argument in Python refers to an integer value that is less than zero. It is a numeric value that represents a negative quantity or position in a numerical sequence. In Python, negative integers are denoted by placing a minus sign (-) before the numerical value. For example, -1, -2, -3, and so on.",Integer,start=-1e+38,start,N.A,overflow
Tensorflow,https://github.com/tensorflow/tensorflow/commit/e5272d4204ff5b46136a1ef1204fc00597e21837,tf.keras.layers,tf.keras.layers.UpSampling2D,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-5hx2-qx8j-qjqm,Large integer argument,"A large integer argument refers to an argument passed to a function or operation that represents a large integer value. It means that the argument is an integer value that exceeds the typical range of integer values supported by the underlying programming language or system.

The specific definition of a ""large"" integer may vary depending on the context and the limitations of the programming language or system being used. For example, in Python, integers have arbitrary precision, allowing you to work with integers of any size. However, other programming languages may have predefined limits on the range of integer values they can handle.

In the context of function arguments, a large integer argument can be used to represent various concepts or quantities. It may be used to specify an index, a count, a value, or any other numerical parameter required by the function or operation.",Integer,"size=1610637938,",size,overflow,check failure
Tensorflow,https://github.com/tensorflow/tensorflow/commit/9294094df6fea79271778eb7e7ae1bad8b5ef98f,tf.keras.backend,tf.keras.backend.tile,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-2p25-55c9-h58q,Large integer list element,A large integer list element in Python refers to an element within a list that has a large integer value. It means that the element is an integer with a value that exceeds the typical range of integer values.,List,"n=[100000000,100000000, 100000000]",n,overflow,check failure
Tensorflow,https://github.com/tensorflow/tensorflow/commit/874bda09e6702cd50bac90b453b50bcc65b2769e,tf.summary,tf.summary.create_file_writer,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-gh8h-7j2j-qv4f,Empty string argument,"An empty string argument in Python refers to a string parameter or value that has no characters or content. It is a string value passed as an argument to a function, method, or operation, but it does not contain any meaningful data.

In Python, an empty string can be denoted as """" or ''. It represents a string literal with zero characters between the quotation marks.",String,logdir='',"logdir
flush_millis
max_queue
filename_suffix",N.A,check failure
Tensorflow,https://github.com/tensorflow/tensorflow/commit/12b1ff82b3f26ff8de17e58703231d5a02ef1b8b,tf.keras.layers,tf.keras.layers.MaxPooling3D,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-m539-j985-hcr8,Negative integer argument,"A negative integer argument in Python refers to an integer value that is less than zero. It is a numeric value that represents a negative quantity or position in a numerical sequence. In Python, negative integers are denoted by placing a minus sign (-) before the numerical value. For example, -1, -2, -3, and so on.",Integer,"pool_size = [2, 2, 0]",pool_size,N.A,segfault
Tensorflow,https://github.com/tensorflow/tensorflow/commit/e9c81c1e1a9cd8dd31f4e83676cab61b60658429,tf.math,tf.math.segment_max,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-cq76-mxrc-vchh,Large integer list element,A large integer list element in Python refers to an element within a list that has a large integer value. It means that the element is an integer with a value that exceeds the typical range of integer values.,List,segment_ids=[1676240524292489355],segment_ids,N.A,check failure
Tensorflow,https://github.com/tensorflow/tensorflow/commit/e9c81c1e1a9cd8dd31f4e83676cab61b60658429,tf.math,tf.math.segment_min,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-cq76-mxrc-vchh,Large integer list element,A large integer list element in Python refers to an element within a list that has a large integer value. It means that the element is an integer with a value that exceeds the typical range of integer values.,List,segment_ids=[1676240524292489355],segment_ids,N.A,check failure
Tensorflow,https://github.com/tensorflow/tensorflow/commit/e9c81c1e1a9cd8dd31f4e83676cab61b60658429,tf.math,tf.math.segment_mean,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-cq76-mxrc-vchh,Large integer list element,A large integer list element in Python refers to an element within a list that has a large integer value. It means that the element is an integer with a value that exceeds the typical range of integer values.,List,segment_ids=[1676240524292489355],segment_ids,N.A,check failure
Tensorflow,https://github.com/tensorflow/tensorflow/commit/e9c81c1e1a9cd8dd31f4e83676cab61b60658429,tf.math,tf.math.segment_sum,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-cq76-mxrc-vchh,Large integer list element,A large integer list element in Python refers to an element within a list that has a large integer value. It means that the element is an integer with a value that exceeds the typical range of integer values.,List,segment_ids=[1676240524292489355],segment_ids,N.A,check failure
Tensorflow,https://github.com/tensorflow/tensorflow/commit/e9c81c1e1a9cd8dd31f4e83676cab61b60658429,tf.math,tf.math.segment_prod,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-cq76-mxrc-vchh,Large integer list element,A large integer list element in Python refers to an element within a list that has a large integer value. It means that the element is an integer with a value that exceeds the typical range of integer values.,List,segment_ids=[1676240524292489355],segment_ids,N.A,check failure
Tensorflow,https://github.com/tensorflow/tensorflow/commit/bb6a0383ed553c286f87ca88c207f6774d5c4a8f,tf.lite.Interpreter,tf.lite.Interpreter.set_tensor,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-jwf9-w5xm-f437,Negative input tensor,"A negative input tensor refers to a tensor that contains negative values. In other words, the elements of the tensor have a value less than zero.",Tensor,"indices_data = np.reshape(np.array(-10, dtype=np.int64), newshape=())",indices_data,heap buffer overflow,check failure
Tensorflow,https://github.com/tensorflow/tensorflow/commit/da857cfa0fde8f79ad0afdbc94e88b5d4bbec764,tf.raw_ops,tf.raw_ops.Dequantize,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-qfpc-5pjr-mh26,Dimension mismatch,"Tensor shape mismatch: If the shapes of the input tensors are not compatible for a given operation, such as matrix multiplication, concatenation, or element-wise operations. For example, attempting to multiply two tensors with incompatible shapes like (3, 4) and (5, 6) will result in a dimension mismatch error.

Inconsistent dimensions in additional arguments: Some APIs require additional arguments like dimensions or indices to specify the dimensions or specific elements of the tensors to operate on. If these dimensions or indices are not valid or do not align with the input tensors' shapes, a dimension mismatch can occur.",Integer,"axis=-10,",axis,N.A,segfault
Tensorflow,https://github.com/tensorflow/tensorflow/commit/8a793b5d7f59e37ac7f3cd0954a750a2fe76bad4,tf.raw_ops,tf.raw_ops.Conv2D,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-9c8h-2mv3-49ww,Empty input tensor,An empty input tensor refers to a tensor that has no elements or has a size of zero along one or more dimensions. It represents a tensor with no data or empty content.,Tensor,"filter = tf.constant([], shape=[0, 0, 0, 0], dtype=tf.float32),",filter,division by zero,crash
Tensorflow,https://github.com/tensorflow/tensorflow/commit/8a793b5d7f59e37ac7f3cd0954a750a2fe76bad4,tf.raw_ops,tf.raw_ops.Conv2D,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-9c8h-2mv3-49ww,Empty input tensor,An empty input tensor refers to a tensor that has no elements or has a size of zero along one or more dimensions. It represents a tensor with no data or empty content.,Tensor,"input = tf.constant([], shape=[0, 0, 0, 0], dtype=tf.float32),",input,division by zero,crash
Tensorflow,https://github.com/tensorflow/tensorflow/commit/578e634b4f1c1c684d4b4294f9e5281b2133b3ed,tf.raw_ops,tf.raw_ops.SparseFillEmptyRows,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-v768-w7m9-2vmm,Empty input tensor,An empty input tensor refers to a tensor that has no elements or has a size of zero along one or more dimensions. It represents a tensor with no data or empty content.,Tensor,"dense_shape = tf.constant([], shape=[0], dtype=tf.int64),",dense_shape,N.A,nullptr dereference
Tensorflow,https://github.com/tensorflow/tensorflow/commit/136b51f10903e044308cf77117c0ed9871350475,tf.raw_ops,tf.raw_ops.MaxPoolGrad,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-7ghq-fvr3-pj2x,Empty input tensor,An empty input tensor refers to a tensor that has no elements or has a size of zero along one or more dimensions. It represents a tensor with no data or empty content.,Tensor,"orig_input = tf.constant([], shape=[3, 0, 0, 2], dtype=tf.float32),",orig_input,N.A,check failure
Tensorflow,https://github.com/tensorflow/tensorflow/commit/136b51f10903e044308cf77117c0ed9871350475,tf.raw_ops,tf.raw_ops.MaxPoolGrad,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-7ghq-fvr3-pj2x,Tensor Rank Confusion,Tensor Rank Confusion,Tensor,"orig_input = tf.constant([], shape=[3, 0, 0, 2], dtype=tf.float32),",,N.A,check failure
Tensorflow,https://github.com/tensorflow/tensorflow/commit/d7de67733925de196ec8863a33445b73f9562d1d,tf.raw_ops,tf.raw_ops.MapStage,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-278g-rq84-9hmg,Empty input tensor,An empty input tensor refers to a tensor that has no elements or has a size of zero along one or more dimensions. It represents a tensor with no data or empty content.,Tensor,"key=tf.constant([], shape=[0, 0, 0, 0], dtype=tf.int64),",key,N.A,check failure
Tensorflow,https://github.com/tensorflow/tensorflow/commit/a4e138660270e7599793fa438cd7b2fc2ce215a6,tf.raw_ops,tf.raw_ops.SdcaOptimizerV2,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-5hj3-vjjf-f5m7,Dimension mismatch,"Tensor shape mismatch: If the shapes of the input tensors are not compatible for a given operation, such as matrix multiplication, concatenation, or element-wise operations. For example, attempting to multiply two tensors with incompatible shapes like (3, 4) and (5, 6) will result in a dimension mismatch error.

Inconsistent dimensions in additional arguments: Some APIs require additional arguments like dimensions or indices to specify the dimensions or specific elements of the tensors to operate on. If these dimensions or indices are not valid or do not align with the input tensors' shapes, a dimension mismatch can occur.",Tensor,"example_labels=[],",example_labels,N.A,out of bound read
Tensorflow,https://github.com/tensorflow/tensorflow/commit/532f5c5a547126c634fefd43bbad1dc6417678ac,tf.raw_ops,tf.raw_ops.MapPeek,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-qr82-2c78-4m8h,Empty list argument,"An empty list argument in Python refers to a list parameter or value that contains no elements. It is a list object passed as an argument to a function, method, or operation, but it does not have any items or content.",List,"indices=[],",indices,N.A,nullptr dereference
Tensorflow,https://github.com/tensorflow/tensorflow/commit/42459e4273c2e47a3232cc16c4f4fff3b3a35c38,tf.raw_ops,tf.raw_ops.UpperBound,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-9697-98pf-4rw7,Tensor Rank Confusion,Tensor Rank Confusion,Tensor,"sorted_input=[1,2,3],",sorted_input,N.A,out of bound read
Tensorflow,https://github.com/tensorflow/tensorflow/commit/42459e4273c2e47a3232cc16c4f4fff3b3a35c38,tf.raw_ops,tf.raw_ops.LowerBound,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-9697-98pf-4rw7,Tensor Rank Confusion,Tensor Rank Confusion,Tensor,"sorted_input=[1,2,3],",sorted_input,N.A,out of bound read
Tensorflow,https://github.com/tensorflow/tensorflow/commit/3a7362750d5c372420aa8f0caf7bf5b5c3d0f52d,tf.raw_ops,tf.raw_ops.NonMaxSuppressionV5,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-vmjw-c2vp-p33c,Negative integer argument,"A negative integer argument in Python refers to an integer value that is less than zero. It is a numeric value that represents a negative quantity or position in a numerical sequence. In Python, negative integers are denoted by placing a minus sign (-) before the numerical value. For example, -1, -2, -3, and so on.",Integer,"max_output_size=-1,",max_output_size,N.A,division by zero
Tensorflow,https://github.com/tensorflow/tensorflow/commit/3a7362750d5c372420aa8f0caf7bf5b5c3d0f52d,tf.raw_ops,tf.raw_ops.CombinedNonMaxSuppression,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-vmjw-c2vp-p33c,Negative integer argument,"A negative integer argument in Python refers to an integer value that is less than zero. It is a numeric value that represents a negative quantity or position in a numerical sequence. In Python, negative integers are denoted by placing a minus sign (-) before the numerical value. For example, -1, -2, -3, and so on.",Integer,"max_output_size=-1,",max_output_size,N.A,division by zero
Tensorflow,https://github.com/tensorflow/tensorflow/commit/a776040a5e7ebf76eeb7eb923bf1ae417dd4d233,tf.raw_ops,tf.raw_ops.UnravelIndex,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-2wmv-37vq-52g5,Zero integer list element,A zero integer list element in Python refers to an element within a list that has a value of zero. It is an integer value of zero (0) that is present as an item in a list.,List,"dims=[1,0,2]",dimes,N.A,division by zero
Tensorflow,https://github.com/tensorflow/tensorflow/commit/2e0ee46f1a47675152d3d865797a18358881d7a6,tensorflow.python.ops,gen_string_ops.unicode_encode,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-w74j-v8xh-3w5h,Empty list argument,"An empty list argument in Python refers to a list parameter or value that contains no elements. It is a list object passed as an argument to a function, method, or operation, but it does not have any items or content.",List,"input_splits=[],",input_splits,N.A,nullptr dereference
Tensorflow,https://github.com/tensorflow/tensorflow/commit/be7a4de6adfbd303ce08be4332554dff70362612,tf.raw_ops,tf.raw_ops.RaggedTensorToVariant,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-w4xf-2pqw-5mq7,Empty list argument,"An empty list argument in Python refers to a list parameter or value that contains no elements. It is a list object passed as an argument to a function, method, or operation, but it does not have any items or content.",List,"rt_nested_splits=[],",rt_nested_splits,N.A,nullptr dereference
Tensorflow,https://github.com/tensorflow/tensorflow/commit/9e62869465573cb2d9b5053f1fa02a81fce21d69,tf.raw_ops,tf.raw_ops.RequantizationRangePerChannel,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-v82p-hv3v-p6qp,Empty input tensor,An empty input tensor refers to a tensor that has no elements or has a size of zero along one or more dimensions. It represents a tensor with no data or empty content.,Tensor,"input=[],",input,N.A,nullptr dereference
Tensorflow,https://github.com/tensorflow/tensorflow/commit/9e62869465573cb2d9b5053f1fa02a81fce21d69,tf.raw_ops,tf.raw_ops.RequantizationRangePerChannel,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-v82p-hv3v-p6qp,Dimension mismatch,"Tensor shape mismatch: If the shapes of the input tensors are not compatible for a given operation, such as matrix multiplication, concatenation, or element-wise operations. For example, attempting to multiply two tensors with incompatible shapes like (3, 4) and (5, 6) will result in a dimension mismatch error.

Inconsistent dimensions in additional arguments: Some APIs require additional arguments like dimensions or indices to specify the dimensions or specific elements of the tensors to operate on. If these dimensions or indices are not valid or do not align with the input tensors' shapes, a dimension mismatch can occur.",List,"input_min=[-100,-100,-100,-100,-100],
input_max=[-100,-100,-100],","input_min 
input_max",N.A,nullptr dereference
Tensorflow,https://github.com/tensorflow/tensorflow/commit/9e62869465573cb2d9b5053f1fa02a81fce21d69,tf.raw_ops,tf.raw_ops.RequantizationRangePerChannel,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-v82p-hv3v-p6qp,Dimension mismatch,"Tensor shape mismatch: If the shapes of the input tensors are not compatible for a given operation, such as matrix multiplication, concatenation, or element-wise operations. For example, attempting to multiply two tensors with incompatible shapes like (3, 4) and (5, 6) will result in a dimension mismatch error.

Inconsistent dimensions in additional arguments: Some APIs require additional arguments like dimensions or indices to specify the dimensions or specific elements of the tensors to operate on. If these dimensions or indices are not valid or do not align with the input tensors' shapes, a dimension mismatch can occur.",Tensor,"input=[],
input_min=[-100,-100,-100,-100,-100],","input 
input_min",N.A,nullptr dereference
Tensorflow,https://github.com/tensorflow/tensorflow/commit/203214568f5bc237603dbab6e1fd389f1572f5c9,tensorflow.python.ops,gen_math_ops.requantize_per_channel,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-v82p-hv3v-p6qp,Dimension mismatch,"Tensor shape mismatch: If the shapes of the input tensors are not compatible for a given operation, such as matrix multiplication, concatenation, or element-wise operations. For example, attempting to multiply two tensors with incompatible shapes like (3, 4) and (5, 6) will result in a dimension mismatch error.

Inconsistent dimensions in additional arguments: Some APIs require additional arguments like dimensions or indices to specify the dimensions or specific elements of the tensors to operate on. If these dimensions or indices are not valid or do not align with the input tensors' shapes, a dimension mismatch can occur.",List,"input_min=[-100,-100,-100,-100,-100],
input_max=[-100,-100,-100],",requested_output_min,N.A,nullptr dereference
Tensorflow,https://github.com/tensorflow/tensorflow/commit/203214568f5bc237603dbab6e1fd389f1572f5c9,tensorflow.python.ops,gen_math_ops.requantize_per_channel,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-v82p-hv3v-p6qp,Empty input tensor,An empty input tensor refers to a tensor that has no elements or has a size of zero along one or more dimensions. It represents a tensor with no data or empty content.,Tensor,"input=[],",input,N.A,nullptr dereference
Tensorflow,https://github.com/tensorflow/tensorflow/commit/6da6620efad397c85493b8f8667b821403516708,tf.raw_ops,tf.raw_ops.QuantizeV2,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-g25h-jr74-qp5j,Dimension mismatch,"Tensor shape mismatch: If the shapes of the input tensors are not compatible for a given operation, such as matrix multiplication, concatenation, or element-wise operations. For example, attempting to multiply two tensors with incompatible shapes like (3, 4) and (5, 6) will result in a dimension mismatch error.

Inconsistent dimensions in additional arguments: Some APIs require additional arguments like dimensions or indices to specify the dimensions or specific elements of the tensors to operate on. If these dimensions or indices are not valid or do not align with the input tensors' shapes, a dimension mismatch can occur.",List,"min_range=[1,2], 
max_range=[],","min_range
max_range",N.A,nullptr dereference
Tensorflow,https://github.com/tensorflow/tensorflow/commit/e84c975313e8e8e38bb2ea118196369c45c51378,tf.raw_ops,tf.raw_ops.BoostedTreesSparseCalculateBestFeatureSplit,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-r4c4-5fpq-56wg,Dimension mismatch,"Tensor shape mismatch: If the shapes of the input tensors are not compatible for a given operation, such as matrix multiplication, concatenation, or element-wise operations. For example, attempting to multiply two tensors with incompatible shapes like (3, 4) and (5, 6) will result in a dimension mismatch error.

Inconsistent dimensions in additional arguments: Some APIs require additional arguments like dimensions or indices to specify the dimensions or specific elements of the tensors to operate on. If these dimensions or indices are not valid or do not align with the input tensors' shapes, a dimension mismatch can occur.",List,"stats_summary_indices=[[1, 2, 3, 0x1000000]],
stats_summary_values=[1.0],
stats_summary_shape=[1,1,1,1],",stats_summary_indices,N.A,out of bound read
Tensorflow,https://github.com/tensorflow/tensorflow/commit/8a84f7a2b5a2b27ecf88d25bad9ac777cd2f7992,tensorflow.python.ops,gen_boosted_trees_ops.boosted_trees_create_quantile_stream_resource,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-gf88-j2mg-cc82,Negative integer list element,A negative integer list element in Python refers to an element within a list that has a negative integer value. It means that the element is a negative number represented by an integer data type.,List,"num_streams = [-49],",num_streams,N.A,N.A
Tensorflow,https://github.com/tensorflow/tensorflow/commit/e86605c0a336c088b638da02135ea6f9f6753618,tf.raw_ops,tf.raw_ops.InplaceSub,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-cm5x-837x-jf3c,Empty input tensor,An empty input tensor refers to a tensor that has no elements or has a size of zero along one or more dimensions. It represents a tensor with no data or empty content.,Tensor,x=[],x,N.A,division by zero
Tensorflow,https://github.com/tensorflow/tensorflow/commit/93f428fd1768df147171ed674fee1fc5ab8309ec,tf.raw_ops,tf.raw_ops.SqrtGrad,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-q3g3-h9r4-prrc,Dimension mismatch,"Tensor shape mismatch: If the shapes of the input tensors are not compatible for a given operation, such as matrix multiplication, concatenation, or element-wise operations. For example, attempting to multiply two tensors with incompatible shapes like (3, 4) and (5, 6) will result in a dimension mismatch error.

Inconsistent dimensions in additional arguments: Some APIs require additional arguments like dimensions or indices to specify the dimensions or specific elements of the tensors to operate on. If these dimensions or indices are not valid or do not align with the input tensors' shapes, a dimension mismatch can occur.",List,"y=[4, 16] 
dy=[]","y, dy",N.A,nullptr dereference
Tensorflow,https://github.com/tensorflow/tensorflow/commit/ff8894044dfae5568ecbf2ed514c1a37dc394f1b,tf.raw_ops,tf.raw_ops.MatrixSetDiagV3,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-6p5r-g9mq-ggh2,Empty input tensor,An empty input tensor refers to a tensor that has no elements or has a size of zero along one or more dimensions. It represents a tensor with no data or empty content.,Tensor,"k=[],",k,N.A,nullptr dereference
Tensorflow,https://github.com/tensorflow/tensorflow/commit/f2a673bd34f0d64b8e40a551ac78989d16daad09,tf.raw_ops,tf.raw_ops.MatrixDiagV3,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-5xwc-mrhx-5g3m,Empty input tensor,An empty input tensor refers to a tensor that has no elements or has a size of zero along one or more dimensions. It represents a tensor with no data or empty content.,Tensor,"k=[],",k,N.A,nullptr dereference
Tensorflow,https://github.com/tensorflow/tensorflow/commit/1071f554dbd09f7e101324d366eec5f4fe5a3ece,tf.raw_ops,tf.raw_ops.RaggedTensorToSparse,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-4xfp-4pfp-89wg,Non increasing order of elements,Non increasing order of elements,List,"rt_nested_splits=[[0, 38, 0]],",rt_nested_splits,N.A,nullptr dereference
Tensorflow,https://github.com/tensorflow/tensorflow/commit/01cff3f986259d661103412a20745928c727326f,tf.raw_ops,tf.raw_ops.ResourceScatterUpdate,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-7fvx-3jfc-2cpc,Dimension mismatch,"Tensor shape mismatch: If the shapes of the input tensors are not compatible for a given operation, such as matrix multiplication, concatenation, or element-wise operations. For example, attempting to multiply two tensors with incompatible shapes like (3, 4) and (5, 6) will result in a dimension mismatch error.

Inconsistent dimensions in additional arguments: Some APIs require additional arguments like dimensions or indices to specify the dimensions or specific elements of the tensors to operate on. If these dimensions or indices are not valid or do not align with the input tensors' shapes, a dimension mismatch can occur.",List,"indices=[0], 
updates=['1', '2', '3', '4', '5']","indices 
updates",N.A,out of bound read
Tensorflow,https://github.com/tensorflow/tensorflow/commit/bc9c546ce7015c57c2f15c168b3d9201de679a1d,tf.raw_ops,tf.raw_ops.ResourceGather,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-2r8p-fg3c-wcj4,Dimension mismatch,"Tensor shape mismatch: If the shapes of the input tensors are not compatible for a given operation, such as matrix multiplication, concatenation, or element-wise operations. For example, attempting to multiply two tensors with incompatible shapes like (3, 4) and (5, 6) will result in a dimension mismatch error.

Inconsistent dimensions in additional arguments: Some APIs require additional arguments like dimensions or indices to specify the dimensions or specific elements of the tensors to operate on. If these dimensions or indices are not valid or do not align with the input tensors' shapes, a dimension mismatch can occur.",Integer,"batch_dims=10,",batch_dims,N.A,check failure
Tensorflow,https://github.com/tensorflow/tensorflow/commit/ac117ee8a8ea57b73d34665cdf00ef3303bc0b11,tf.raw_ops,tf.raw_ops.ResourceGather,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-qjj8-32p7-h289,Zero integer list element,A zero integer list element in Python refers to an element within a list that has a value of zero. It is an integer value of zero (0) that is present as an item in a list.,List,"indices=[0],",indices,N.A,floating point exception
Tensorflow,https://github.com/tensorflow/tensorflow/commit/0f931751fb20f565c4e94aa6df58d54a003cdb30,tf.raw_ops,tf.raw_ops.FractionalAvgPoolGrad,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-hpv4-7p9c-mvfr,Zero integer list element,A zero integer list element in Python refers to an element within a list that has a value of zero. It is an integer value of zero (0) that is present as an item in a list.,List,"orig_input_tensor_shape=[0,1,2,3],",orig_input_tensor_shape,N.A,out of bound read
Tensorflow,https://github.com/tensorflow/tensorflow/commit/0f931751fb20f565c4e94aa6df58d54a003cdb30,tf.raw_ops,tf.raw_ops.FractionalAvgPoolGrad,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-hpv4-7p9c-mvfr,Zero integer list element,A zero integer list element in Python refers to an element within a list that has a value of zero. It is an integer value of zero (0) that is present as an item in a list.,List,"row_pooling_sequence=[0, 0, 0, 0, 0],",row_pooling_sequence,N.A,out of bound read
Tensorflow,https://github.com/tensorflow/tensorflow/commit/0f931751fb20f565c4e94aa6df58d54a003cdb30,tf.raw_ops,tf.raw_ops.FractionalAvgPoolGrad,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-hpv4-7p9c-mvfr,Negative integer list element,A negative integer list element in Python refers to an element within a list that has a negative integer value. It means that the element is a negative number represented by an integer data type.,List,"col_pooling_sequence=[-2, 0, 0, 2, 0],",col_pooling_sequence,N.A,out of bound read
Tensorflow,https://github.com/tensorflow/tensorflow/commit/02cc160e29d20631de3859c6653184e3f876b9d7,tf.raw_ops,tf.raw_ops.SparseTensorSliceDataset,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-c5x2-p679-95wc,Empty list argument,"An empty list argument in Python refers to a list parameter or value that contains no elements. It is a list object passed as an argument to a function, method, or operation, but it does not have any items or content.",List,"indices=[[],[],[]],",indices,N.A,nullptr dereference
Tensorflow,https://github.com/tensorflow/tensorflow/commit/c283e542a3f422420cfdb332414543b62fc4e4a5,tf.raw_ops,tf.raw_ops.StringNGrams,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-h6jh-7gv5-28vg,Negative integer list element,A negative integer list element in Python refers to an element within a list that has a negative integer value. It means that the element is a negative number represented by an integer data type.,List,"ngram_widths=[-80,0,0,-60],",ngram_widths,N.A,integer type conversion
Tensorflow,https://github.com/tensorflow/tensorflow/commit/96f364a1ca3009f98980021c4b32be5fdcca33a1,tf.raw_ops,tf.raw_ops.QuantizeAndDequantizeV4Grad,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-9w2p-5mgw-p94c,Negative integer argument,"A negative integer argument in Python refers to an integer value that is less than zero. It is a numeric value that represents a negative quantity or position in a numerical sequence. In Python, negative integers are denoted by placing a minus sign (-) before the numerical value. For example, -1, -2, -3, and so on.",Integer,"axis=-100,",axis,N.A,integer type conversion
Tensorflow,https://github.com/tensorflow/tensorflow/commit/482da92095c4d48f8784b1f00dda4f81c28d2988,tf.raw_ops,tf.raw_ops.MatrixDiagPartV2,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-fcwc-p4fc-c5cc,Non scalar input tensor,A non-scalar input tensor refers to a tensor that has more than one element or value. It represents a multi-dimensional array or a collection of values organized in a specific shape.,Tensor,padding_value=[],padding_value,N.A,nullptr dereference
Tensorflow,https://github.com/tensorflow/tensorflow/commit/8a6e874437670045e6c7dc6154c7412b4a2135e2,tf.raw_ops,tf.raw_ops.TensorListReserve,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-27j5-4p9v-pp67,Negative input tensor,"A negative input tensor refers to a tensor that contains negative values. In other words, the elements of the tensor have a value less than zero.",Tensor,num_elements=tf.constant([-1],num_elements,N.A,N.A
